business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
small,9,manufacturing,partnership,rural,8,1,2,0,1,1,1,4,48535,6606,350899,109648,3616,13731,0,0,13881,13893,508,6,275580,0,2,2,0,46750,0,0.11,2024-09-30,2024-10-01,7402,1900-01-01,0
small,17,manufacturing,company,suburban,4,5,0,0,1,1,0,9,42148,9618,405795,163315,5575,10754,0,0,9063,8021,514,8,145472,0,0,0,0,33572,1,0.1,2024-09-30,2024-10-01,11582,2024-09-30,0
small,4,manufacturing,partnership,urban,2,2,0,0,1,1,0,4,56317,13489,386536,89268,5675,26012,0,0,14065,11898,522,4,42756,0,2,2,0,20840,1,0.15,2024-09-30,2024-10-01,1389,2024-09-30,1
medium,4,manufacturing,sole trader,urban,9,4,0,1,1,1,0,14,261999,56555,1961571,217052,15619,40178,0,0,72867,73977,578,2,197054,0,2,2,0,22816,0,0.12,2024-09-30,2024-10-01,18557,1900-01-01,0
small,7,hospitality,sole trader,rural,5,1,0,0,1,1,0,11,47955,13878,282165,59085,4490,10515,100,482,14382,16323,519,7,480606,0,1,2,0,34846,0,0.14,2024-09-30,2024-10-01,3891,1900-01-01,0
small,3,hospitality,partnership,suburban,8,2,0,1,1,1,1,7,58887,7110,466957,209661,4946,21722,0,0,15275,14381,510,7,311185,0,1,3,0,32800,0,0.1,2024-09-30,2024-10-01,10933,1900-01-01,0
medium,1,hospitality,partnership,urban,1,2,0,0,1,1,1,14,342731,22848,2271811,573290,30983,120969,500,2966,76812,71603,531,7,678223,0,0,0,0,32490,1,0.13,2024-09-30,2024-10-01,3087,2024-09-30,0
small,5,services,partnership,rural,6,4,0,0,0,1,1,12,43224,4263,103025,13536,3880,10551,100,124,9667,10281,505,3,60042,0,1,3,0,21708,2,0.15,2024-09-30,2024-10-01,2062,2024-09-30,0
small,18,services,company,rural,5,5,0,2,1,1,1,11,43082,2323,363325,85217,6973,31878,100,482,11269,13384,503,7,469392,0,0,0,1,2849,1,0.13,2024-09-30,2024-10-01,155,2024-09-30,0
small,5,services,company,suburban,9,2,1,0,1,0,0,3,51900,2970,241619,38146,7348,9809,100,147,14690,13236,504,2,173562,0,1,3,1,29636,0,0.18,2024-09-30,2024-10-01,12101,1900-01-01,0
small,16,retail,sole trader,rural,0,4,0,0,1,1,1,8,50333,8561,266031,69282,3663,7714,0,0,10893,10577,514,4,397104,0,0,0,0,25595,0,0.16,2024-09-30,2024-10-01,704,1900-01-01,0
medium,5,hospitality,company,suburban,0,3,0,0,1,1,0,2,249153,36018,1285549,131801,20687,59058,500,2741,56179,61269,554,5,293595,0,0,0,0,5623,0,0.18,2024-09-30,2024-10-01,1738,1900-01-01,1
small,17,hospitality,company,rural,5,3,0,0,1,0,1,4,46840,6354,395907,162448,2319,5878,100,190,12989,12729,509,5,168300,0,0,0,0,14181,0,0.2,2024-09-30,2024-10-01,993,1900-01-01,1
small,7,retail,sole trader,suburban,1,3,0,0,1,1,0,17,49059,10965,122547,45277,7793,44808,100,362,12289,14189,515,9,230373,0,0,0,1,32472,0,0.16,2024-09-30,2024-10-01,4284,1900-01-01,0
large,1,manufacturing,sole trader,rural,2,4,0,0,0,0,0,5,894235,163960,7395193,1101304,129745,418527,1000,1283,262329,276306,702,4,113940,0,1,3,0,43537,0,0.13,2024-09-30,2024-10-01,8054,1900-01-01,0
small,3,retail,company,suburban,6,1,0,0,0,1,0,9,58161,14704,420379,54479,6710,22046,100,200,13484,12968,519,3,232353,1,0,0,0,39772,1,0.15,2024-09-30,2024-10-01,28172,2024-09-30,1
medium,13,manufacturing,partnership,suburban,2,5,1,1,0,0,1,3,282282,62442,2380727,711509,16501,98273,500,2306,61742,52097,590,1,67308,0,2,4,0,36884,0,0.1,2024-09-30,2024-10-01,5225,1900-01-01,0
medium,8,services,sole trader,suburban,1,3,0,1,0,1,0,10,304286,86516,1757168,472440,36183,107659,0,0,78547,77214,597,5,209370,0,0,0,0,31973,0,0.18,2024-09-30,2024-10-01,7327,1900-01-01,1
small,2,hospitality,company,suburban,7,2,0,0,0,1,0,7,57445,5513,262025,105266,4883,22027,100,190,14637,15071,509,4,71124,0,0,0,1,46940,0,0.12,2024-09-30,2024-10-01,18620,1900-01-01,0
small,4,manufacturing,company,rural,0,4,0,0,1,0,0,1,57446,13570,170401,19029,8626,10263,100,318,13888,14757,523,5,118010,0,0,0,0,6853,1,0.12,2024-09-30,2024-10-01,291,2024-09-30,0
small,11,retail,sole trader,suburban,7,3,0,0,0,1,1,13,53540,6021,458300,86958,7769,40336,0,0,12045,10000,509,2,93140,0,0,0,2,42219,1,0.2,2024-09-30,2024-10-01,6755,2024-09-30,1
medium,14,manufacturing,company,suburban,0,4,0,0,1,1,0,5,351666,33243,1963527,322399,54143,188387,500,1089,79931,77923,546,3,292980,0,0,0,0,9485,0,0.13,2024-09-30,2024-10-01,2803,1900-01-01,0
medium,12,hospitality,sole trader,urban,2,2,0,1,1,1,1,5,250934,52655,2360616,976938,30898,81533,0,0,51709,61945,585,1,72470,0,1,2,0,16018,0,0.12,2024-09-30,2024-10-01,2269,1900-01-01,0
small,1,hospitality,partnership,urban,0,1,0,2,1,1,0,7,49031,11512,127610,51177,6519,18822,100,251,11650,13379,518,3,50130,0,0,0,1,44026,0,0.1,2024-09-30,2024-10-01,10071,1900-01-01,0
small,18,hospitality,company,urban,2,4,0,1,1,1,0,15,48620,8987,473416,214115,4362,17495,0,0,11881,11018,511,6,445680,0,0,0,0,32415,0,0.16,2024-09-30,2024-10-01,936,1900-01-01,0
large,2,hospitality,company,suburban,0,4,0,0,1,1,0,10,837303,210535,2962086,902454,47019,53573,1000,5282,233503,277253,850,8,581648,0,1,1,0,34331,1,0.19,2024-09-30,2024-10-01,3910,2024-09-30,0
small,1,services,company,urban,8,5,3,2,0,1,1,14,50355,8469,338407,120077,7695,28829,0,0,12296,13653,511,5,14385,0,1,1,0,24010,1,0.14,2024-09-30,2024-10-01,1861,2024-09-30,0
small,8,services,sole trader,suburban,4,1,1,0,1,1,1,15,48515,9064,434732,173128,3450,16542,0,0,11123,12972,513,6,493008,0,0,0,1,29553,0,0.11,2024-09-30,2024-10-01,5664,1900-01-01,0
small,8,services,partnership,rural,2,4,0,0,1,1,0,15,44623,13077,199454,54764,6595,23691,100,343,10077,8688,522,1,68259,0,0,0,2,5448,0,0.16,2024-09-30,2024-10-01,860,1900-01-01,0
small,10,hospitality,company,urban,8,2,0,1,1,1,0,6,59531,6470,227839,85113,5144,17182,0,0,15986,17685,508,9,564930,0,0,0,1,5818,0,0.14,2024-09-30,2024-10-01,766,1900-01-01,0
medium,7,services,partnership,suburban,5,2,1,1,0,1,1,15,292115,28552,1709069,817590,13290,32640,0,0,70005,64359,544,1,77357,0,0,0,0,49597,0,0.18,2024-09-30,2024-10-01,13763,1900-01-01,0
small,2,services,partnership,urban,3,1,0,0,1,0,1,10,59973,10930,340068,152858,5117,25354,0,0,14708,13161,513,1,57987,0,0,0,0,24811,0,0.15,2024-09-30,2024-10-01,12964,1900-01-01,0
small,16,manufacturing,partnership,suburban,2,5,0,1,1,1,0,8,58819,15188,291225,39185,8858,16219,0,0,12202,11253,518,6,416148,0,0,0,1,27573,0,0.2,2024-09-30,2024-10-01,574,1900-01-01,0
small,11,hospitality,partnership,suburban,5,3,0,0,1,1,0,2,51889,3768,237540,25692,3202,17477,0,0,15132,17589,506,7,421078,0,0,0,0,33618,0,0.18,2024-09-30,2024-10-01,31937,1900-01-01,1
medium,2,retail,sole trader,suburban,4,4,2,0,1,1,0,8,258410,25568,684188,85132,33731,149306,0,0,66518,63172,529,5,124310,0,1,2,0,13848,1,0.19,2024-09-30,2024-10-01,961,2024-09-30,0
large,18,services,sole trader,urban,2,5,0,1,1,1,1,7,916898,121043,6802596,1966439,82507,200236,1000,3297,244426,253027,696,9,794475,1,2,6,1,22725,1,0.13,2024-09-30,2024-10-01,7878,2024-09-30,0
small,10,manufacturing,sole trader,urban,1,5,0,1,1,1,0,8,58049,7957,245236,114502,9199,22348,100,233,13605,13945,512,2,158914,1,3,6,0,20690,0,0.18,2024-09-30,2024-10-01,621,1900-01-01,0
small,16,services,partnership,urban,6,2,0,1,1,1,1,5,44079,2481,120833,27305,6733,39146,100,507,9862,10379,503,8,540984,0,1,1,0,20929,0,0.11,2024-09-30,2024-10-01,12278,1900-01-01,0
small,13,retail,sole trader,rural,7,4,0,0,1,1,0,3,52092,10709,372751,92708,3782,9165,0,0,10592,11686,512,7,56742,0,0,0,0,38471,0,0.15,2024-09-30,2024-10-01,7822,1900-01-01,0
medium,17,services,partnership,urban,4,1,0,1,1,0,0,4,294197,17467,2047076,766669,35753,127230,500,2723,76910,78818,527,8,519608,0,0,0,0,11121,0,0.19,2024-09-30,2024-10-01,778,1900-01-01,0
small,13,services,company,urban,2,3,0,0,1,1,1,10,41981,10042,134527,21197,2545,10054,0,0,12507,10282,513,9,869688,0,0,0,0,25132,0,0.14,2024-09-30,2024-10-01,7403,1900-01-01,0
medium,7,services,company,urban,2,2,0,0,1,0,1,4,241764,60349,1874530,776201,28693,116310,0,0,57608,48666,595,1,77101,0,1,2,0,1810,0,0.13,2024-09-30,2024-10-01,801,1900-01-01,0
small,3,hospitality,sole trader,suburban,1,4,2,0,0,1,0,17,58176,14323,137382,27984,5009,27471,0,0,14274,14809,522,8,253648,0,1,3,1,10148,0,0.17,2024-09-30,2024-10-01,3938,1900-01-01,0
small,6,services,sole trader,suburban,6,2,0,0,1,1,0,9,53622,15115,305704,112183,2238,10647,100,429,11749,10615,519,6,380862,0,1,2,0,26549,0,0.19,2024-09-30,2024-10-01,25443,1900-01-01,0
medium,17,manufacturing,partnership,urban,8,5,2,0,1,1,1,19,358388,23319,1843114,573644,23790,135382,0,0,106861,116326,530,1,62364,0,1,3,0,43885,0,0.12,2024-09-30,2024-10-01,3017,1900-01-01,0
medium,12,services,partnership,suburban,2,1,1,0,0,1,1,5,314822,66933,2702727,1174747,29719,109124,0,0,71767,81459,607,8,111632,0,1,2,0,22640,0,0.16,2024-09-30,2024-10-01,1387,1900-01-01,0
small,10,services,sole trader,urban,8,4,0,1,1,1,1,7,55094,13793,409383,197660,3646,21614,100,591,13018,11322,518,7,183260,0,0,0,0,13559,0,0.14,2024-09-30,2024-10-01,508,1900-01-01,0
small,17,hospitality,sole trader,urban,4,4,1,0,1,1,0,6,49071,11435,204218,61097,3061,15575,0,0,12442,14124,513,2,139754,0,0,0,0,38934,0,0.18,2024-09-30,2024-10-01,8436,1900-01-01,0
small,19,manufacturing,company,suburban,3,4,0,0,0,0,1,7,55633,9555,380044,57566,3304,13597,100,311,14281,14839,512,8,438304,0,1,3,0,27489,1,0.19,2024-09-30,2024-10-01,6414,2024-09-30,0
medium,19,hospitality,partnership,urban,7,2,0,0,1,0,0,14,352445,95758,1995124,402604,45253,85523,500,2339,94939,102304,653,3,180870,0,1,3,0,15503,0,0.15,2024-09-30,2024-10-01,349,1900-01-01,0
large,16,services,partnership,suburban,2,5,0,0,0,1,0,8,994143,91464,9153179,1456391,161748,811429,1000,1582,267736,301217,610,7,418488,1,2,4,0,32353,0,0.11,2024-09-30,2024-10-01,21798,1900-01-01,0
medium,15,hospitality,partnership,rural,2,2,0,1,0,1,0,8,291542,83128,975238,233172,24577,64169,500,914,63533,73234,627,2,106628,0,0,0,0,35932,0,0.14,2024-09-30,2024-10-01,5030,1900-01-01,0
small,4,services,sole trader,rural,3,2,0,1,1,1,1,12,51818,13774,103678,46436,8078,10400,100,319,11803,14104,519,8,346184,0,1,1,0,13758,0,0.18,2024-09-30,2024-10-01,3699,1900-01-01,1
medium,3,retail,sole trader,suburban,1,3,0,1,0,1,0,7,280132,29118,1907816,651861,44612,102656,0,0,80067,69735,534,7,623063,0,1,3,1,27962,0,0.2,2024-09-30,2024-10-01,7969,1900-01-01,1
medium,2,retail,sole trader,urban,2,2,0,0,1,1,1,11,258952,25096,1189694,260431,14320,56373,500,2751,53545,62559,538,3,163275,0,1,3,0,16689,1,0.18,2024-09-30,2024-10-01,16689,2024-09-30,0
medium,13,services,sole trader,urban,3,4,0,1,1,1,0,9,337245,91597,1834368,486764,19702,32869,0,0,72869,59710,644,1,74889,0,0,0,0,9714,1,0.16,2024-09-30,2024-10-01,3886,2024-09-30,0
small,18,services,company,suburban,1,2,0,0,1,1,1,6,44474,6300,125044,33255,5500,16596,100,315,11126,12797,509,4,203920,0,1,3,1,21243,0,0.11,2024-09-30,2024-10-01,21243,1900-01-01,0
small,9,manufacturing,sole trader,rural,4,1,2,1,0,0,0,15,51133,8128,282313,106206,2196,7851,100,486,13907,11673,513,5,169320,0,3,6,0,22433,0,0.12,2024-09-30,2024-10-01,3701,1900-01-01,0
medium,18,services,sole trader,urban,8,1,0,3,0,1,0,7,310935,34162,832019,153261,14936,74564,500,2773,89734,106714,554,2,109730,0,0,0,0,11427,0,0.12,2024-09-30,2024-10-01,2006,1900-01-01,0
small,1,services,sole trader,suburban,0,4,2,0,1,0,1,5,57476,8165,133942,29520,6851,17793,100,482,13458,16133,513,2,28742,0,0,0,0,49820,0,0.19,2024-09-30,2024-10-01,4515,1900-01-01,1
small,16,services,partnership,rural,5,2,0,0,1,1,1,4,54956,16136,317293,129624,8305,20608,0,0,14238,13293,525,6,218358,0,0,0,0,9809,0,0.2,2024-09-30,2024-10-01,433,1900-01-01,0
small,13,retail,partnership,urban,1,4,0,2,0,1,1,15,41320,9087,406233,62831,5384,5503,100,389,10781,12059,512,2,153084,0,1,3,0,9031,0,0.15,2024-09-30,2024-10-01,647,1900-01-01,1
small,8,retail,sole trader,urban,9,4,2,0,1,1,1,9,41006,11948,156146,71465,5354,9094,100,172,11969,9764,519,5,462560,0,1,1,0,34567,0,0.11,2024-09-30,2024-10-01,8786,1900-01-01,0
medium,17,hospitality,partnership,urban,5,4,0,0,1,1,0,14,246317,61519,786585,347828,16680,66000,0,0,64349,63414,603,5,486115,0,0,0,2,40762,1,0.16,2024-09-30,2024-10-01,6420,2024-09-30,0
medium,5,manufacturing,sole trader,rural,5,3,0,0,1,1,1,15,330793,39655,1079723,444034,39629,121650,0,0,72462,80715,560,5,169840,0,2,6,0,28796,0,0.12,2024-09-30,2024-10-01,9791,1900-01-01,0
medium,1,retail,sole trader,urban,2,2,1,1,1,1,1,10,346529,79596,2694024,409160,57038,145709,500,2432,74715,82365,610,1,69120,0,2,6,0,6961,0,0.15,2024-09-30,2024-10-01,4177,1900-01-01,0
small,15,hospitality,company,rural,9,2,0,0,1,0,0,12,45343,8367,387730,50816,6810,19813,0,0,10548,12481,510,2,77800,0,1,1,0,7784,0,0.15,2024-09-30,2024-10-01,147,1900-01-01,0
medium,19,retail,company,rural,6,3,1,0,1,1,1,14,266742,41723,2538611,662806,42699,99227,0,0,75343,86473,551,5,211585,0,0,0,0,46804,0,0.11,2024-09-30,2024-10-01,5178,1900-01-01,0
small,17,retail,sole trader,urban,5,2,0,0,1,0,1,9,46602,8634,387537,148123,3580,13908,0,0,13097,14116,513,6,274554,0,1,3,0,11955,0,0.13,2024-09-30,2024-10-01,1813,1900-01-01,0
large,2,services,partnership,rural,3,3,0,0,1,1,1,17,1122448,197639,5898369,1248809,92500,108451,1000,5528,334521,333691,807,1,88438,0,0,0,0,7520,0,0.18,2024-09-30,2024-10-01,677,1900-01-01,0
medium,1,services,sole trader,urban,2,2,0,1,1,0,0,12,357729,64984,2547812,803195,30303,151790,0,0,102772,87835,605,2,4536,0,0,0,0,31956,0,0.17,2024-09-30,2024-10-01,8104,1900-01-01,0
small,3,retail,company,rural,5,5,0,0,1,0,1,5,59624,6856,266510,109652,5035,7227,100,144,14169,13103,511,2,121272,0,0,0,0,21517,0,0.16,2024-09-30,2024-10-01,9351,1900-01-01,0
small,6,retail,sole trader,rural,7,3,0,1,0,1,0,15,47188,12251,449720,100536,7142,39456,100,209,13875,13567,517,8,563728,0,1,1,0,44634,1,0.11,2024-09-30,2024-10-01,9547,2024-09-30,0
large,4,services,company,suburban,0,3,0,0,0,1,0,15,845570,69241,6260084,1659255,108165,388555,0,0,229137,267050,587,6,253380,0,1,2,0,34163,0,0.17,2024-09-30,2024-10-01,11672,1900-01-01,0
small,6,hospitality,company,suburban,2,4,2,0,0,1,0,13,55307,16264,321831,58724,6181,24460,0,0,12013,13493,525,3,137805,0,1,3,0,5487,0,0.13,2024-09-30,2024-10-01,776,1900-01-01,0
small,10,hospitality,partnership,rural,5,4,0,0,1,1,0,11,56290,3053,237155,37907,8818,25369,100,334,15788,14137,504,9,598095,0,0,0,0,37314,0,0.13,2024-09-30,2024-10-01,28265,1900-01-01,0
medium,19,manufacturing,sole trader,suburban,7,4,2,2,0,1,1,10,277778,25674,2555326,472893,34904,195352,500,2810,63710,69617,540,7,407008,0,0,0,0,3644,0,0.14,2024-09-30,2024-10-01,670,1900-01-01,0
small,6,retail,company,suburban,0,4,0,0,0,1,0,3,59841,6889,318694,67885,3570,20319,100,471,15332,15410,509,1,52234,0,0,0,0,5084,0,0.13,2024-09-30,2024-10-01,1112,1900-01-01,0
small,3,services,sole trader,suburban,3,5,1,0,1,0,1,10,48364,7364,416236,197521,5813,26239,0,0,10620,12501,510,7,183680,0,0,0,0,12481,0,0.14,2024-09-30,2024-10-01,6677,1900-01-01,0
medium,14,hospitality,company,suburban,6,4,0,0,0,0,1,5,295885,40460,1813115,188676,22560,83407,500,617,74341,78861,552,8,451072,0,1,3,0,10180,1,0.14,2024-09-30,2024-10-01,10180,2024-09-30,0
medium,1,services,company,rural,1,3,0,1,1,1,0,4,285206,22811,2685017,312564,14909,79609,500,1978,64460,75331,527,8,117344,0,0,0,0,41340,1,0.16,2024-09-30,2024-10-01,3686,2024-09-30,0
small,11,hospitality,partnership,urban,1,4,0,0,1,1,1,4,41743,7137,332324,53270,6452,19552,0,0,10846,8799,509,6,93942,0,0,0,0,36444,1,0.13,2024-09-30,2024-10-01,24220,2024-09-30,0
medium,13,hospitality,sole trader,suburban,4,5,0,1,1,1,0,18,355104,76576,1827201,306515,36217,194655,500,2061,91186,96151,599,1,93057,0,0,0,0,24101,0,0.12,2024-09-30,2024-10-01,2892,1900-01-01,0
medium,4,hospitality,sole trader,urban,5,2,0,0,0,1,1,11,346036,54274,1091756,412764,51006,93362,500,2278,100484,115491,561,6,473064,0,0,0,0,7190,0,0.18,2024-09-30,2024-10-01,2337,1900-01-01,0
small,3,manufacturing,partnership,urban,5,3,0,0,0,1,1,6,57886,10016,551048,108776,6998,17378,100,159,17156,19878,517,2,198726,0,0,0,0,46448,0,0.17,2024-09-30,2024-10-01,39171,1900-01-01,0
medium,14,services,sole trader,suburban,1,4,0,0,0,0,1,9,245021,21187,954666,301263,35229,77037,0,0,72100,64474,528,3,54876,0,0,0,0,47896,1,0.15,2024-09-30,2024-10-01,19797,2024-09-30,0
small,3,retail,partnership,suburban,2,2,0,1,0,1,0,5,54973,11739,165206,81559,7965,21540,0,0,11238,10191,515,1,88756,1,1,1,0,42514,0,0.13,2024-09-30,2024-10-01,7493,1900-01-01,0
medium,14,services,company,rural,1,2,2,1,0,1,1,7,246154,35937,1822580,544401,23856,104322,500,1103,59235,54624,546,1,16264,0,0,0,0,6830,0,0.17,2024-09-30,2024-10-01,6830,1900-01-01,1
small,10,retail,partnership,rural,6,4,1,1,0,1,0,5,40070,10844,261708,37196,3320,14772,100,325,8606,8236,515,6,33186,0,0,0,0,5294,1,0.16,2024-09-30,2024-10-01,716,2024-09-30,1
small,2,retail,sole trader,urban,3,1,2,0,0,1,1,14,44255,6756,373970,146687,5639,30455,100,410,9887,8659,509,1,13868,0,0,0,0,10941,0,0.14,2024-09-30,2024-10-01,3611,1900-01-01,0
small,9,hospitality,sole trader,suburban,7,4,0,0,0,1,1,9,40332,8179,206385,90325,5041,13613,0,0,10208,9431,513,8,457472,0,0,0,2,18796,0,0.2,2024-09-30,2024-10-01,2256,1900-01-01,1
small,15,retail,partnership,suburban,1,2,0,0,0,1,0,4,53055,7850,425211,135605,6874,34048,100,559,13989,14710,510,4,208680,0,1,1,0,44146,0,0.16,2024-09-30,2024-10-01,23508,1900-01-01,0
medium,6,retail,sole trader,suburban,7,2,3,0,0,1,0,19,351397,96857,1660208,720695,54937,119025,500,1888,75429,72263,660,7,161301,0,0,0,2,17560,0,0.14,2024-09-30,2024-10-01,1258,1900-01-01,0
medium,8,hospitality,sole trader,urban,3,2,0,2,1,0,1,3,298240,84983,1840717,786700,46877,277849,0,0,73767,78095,628,8,658368,0,0,0,0,45710,0,0.14,2024-09-30,2024-10-01,4809,1900-01-01,0
large,12,services,sole trader,rural,3,3,0,0,1,1,1,12,996189,264132,4395356,1445306,123771,471509,1000,5522,212666,196807,797,3,24147,0,0,0,0,39698,0,0.13,2024-09-30,2024-10-01,6749,1900-01-01,0
small,7,services,company,suburban,8,4,2,0,0,1,0,20,57742,16562,516195,152540,7777,13338,0,0,12613,14432,524,5,150605,0,1,1,0,39039,2,0.19,2024-09-30,2024-10-01,9630,2024-09-30,1
small,3,manufacturing,company,rural,9,1,0,0,1,1,0,7,52279,6357,399247,111159,5942,21034,100,552,12215,10941,507,3,166428,0,0,0,0,47994,0,0.1,2024-09-30,2024-10-01,11989,1900-01-01,0
small,18,hospitality,sole trader,suburban,3,2,0,0,1,1,1,5,55313,6312,114762,33155,3227,12565,100,230,12745,12659,507,3,127515,0,1,3,0,25005,1,0.18,2024-09-30,2024-10-01,6376,2024-09-30,1
medium,9,retail,sole trader,urban,5,4,2,0,0,1,1,14,307963,26159,1554495,591300,38554,40847,0,0,70362,69868,540,2,156308,0,1,2,0,25318,1,0.13,2024-09-30,2024-10-01,1245,2024-09-30,0
medium,9,services,company,suburban,2,5,1,0,1,1,0,8,341341,66209,1946174,513572,53455,170017,0,0,74811,86539,611,8,798704,0,0,0,0,32187,0,0.18,2024-09-30,2024-10-01,7644,1900-01-01,0
small,17,manufacturing,sole trader,rural,2,1,0,0,1,1,0,9,59598,8969,439769,166775,9672,44952,0,0,14101,14856,515,6,170766,0,1,2,1,24433,0,0.17,2024-09-30,2024-10-01,1249,1900-01-01,0
medium,18,hospitality,company,suburban,1,4,1,0,0,1,0,10,247044,66501,1566187,756535,22185,83134,500,1300,51222,43360,594,9,208773,0,1,2,0,16105,2,0.12,2024-09-30,2024-10-01,275,2024-09-30,0
medium,17,hospitality,company,rural,2,4,0,0,1,0,0,9,298440,29983,2951056,837126,27557,112386,500,1257,79219,94323,549,6,477888,0,1,1,0,6034,1,0.16,2024-09-30,2024-10-01,880,2024-09-30,0
large,9,manufacturing,partnership,rural,5,2,0,0,1,1,0,16,945753,61104,2275085,339973,132842,379591,1000,1380,259082,282846,572,9,389178,0,0,0,0,40208,0,0.13,2024-09-30,2024-10-01,1039,1900-01-01,0
small,14,hospitality,partnership,urban,8,4,2,1,1,1,0,7,51547,3777,301615,145654,4134,14339,100,354,14672,15688,505,1,9062,0,0,0,0,1926,0,0.19,2024-09-30,2024-10-01,448,1900-01-01,0
small,18,hospitality,company,suburban,2,3,0,0,0,1,1,18,45322,5413,253969,78148,6639,10452,0,0,11328,10874,506,1,43802,0,1,3,0,20957,0,0.16,2024-09-30,2024-10-01,14312,1900-01-01,0
small,9,manufacturing,company,suburban,5,4,2,1,1,1,1,18,58847,5677,189142,83870,3893,12812,0,0,13966,12104,509,6,580644,0,0,0,0,29288,1,0.14,2024-09-30,2024-10-01,5532,2024-09-30,0
small,7,hospitality,sole trader,urban,5,4,0,1,1,0,1,8,46610,9441,339629,151105,3549,6207,0,0,10314,9234,512,8,503192,0,0,0,0,15100,0,0.15,2024-09-30,2024-10-01,1372,1900-01-01,0
small,3,hospitality,sole trader,suburban,1,4,0,1,1,0,0,10,55291,5710,147218,52248,7010,40244,0,0,15359,17888,509,6,478086,0,0,0,0,44925,2,0.14,2024-09-30,2024-10-01,7562,2024-09-30,0
medium,1,retail,company,urban,9,3,2,0,0,0,0,11,251249,57760,1659758,741017,14087,57982,0,0,65649,56946,596,2,150102,0,1,3,0,6727,0,0.16,2024-09-30,2024-10-01,224,1900-01-01,0
small,5,retail,company,urban,6,3,1,2,1,1,0,9,52043,14062,115704,57707,4257,11461,100,171,11604,10938,521,4,52816,0,0,0,1,32113,0,0.17,2024-09-30,2024-10-01,6978,1900-01-01,1
small,4,manufacturing,sole trader,urban,2,4,0,0,1,1,0,9,47857,4796,266446,100579,6274,11295,0,0,12623,11303,507,2,182838,1,0,0,0,46331,0,0.12,2024-09-30,2024-10-01,9343,1900-01-01,0
small,3,retail,company,suburban,9,2,0,0,1,0,1,9,47567,3091,195555,61888,7846,30850,0,0,11214,13207,504,2,27024,0,0,0,0,17596,0,0.12,2024-09-30,2024-10-01,9678,1900-01-01,0
medium,7,retail,sole trader,rural,0,3,0,0,0,1,0,4,242988,24404,1073015,411101,39663,140648,0,0,52724,43665,533,2,151184,0,1,2,0,39078,0,0.14,2024-09-30,2024-10-01,6757,1900-01-01,0
small,5,retail,partnership,urban,8,4,0,0,1,1,1,5,54016,9083,339143,59555,7797,44424,0,0,10960,9150,511,6,301668,0,2,2,0,11150,0,0.17,2024-09-30,2024-10-01,6081,1900-01-01,1
small,14,retail,sole trader,suburban,1,1,1,0,1,1,0,8,45029,7046,429627,93836,4237,13043,100,266,13200,15576,509,5,306780,0,1,3,0,9369,0,0.18,2024-09-30,2024-10-01,1054,1900-01-01,1
small,17,manufacturing,sole trader,rural,2,3,1,0,1,1,0,12,47659,13805,425723,131247,6121,12239,100,522,13171,12961,521,4,349768,0,0,0,2,31523,0,0.13,2024-09-30,2024-10-01,2443,1900-01-01,0
small,4,hospitality,sole trader,urban,3,2,0,0,1,1,1,11,49186,13502,481551,77304,7080,18686,0,0,14605,14091,517,5,28985,0,1,1,0,26809,1,0.17,2024-09-30,2024-10-01,6255,2024-09-30,0
small,15,retail,company,suburban,9,3,0,1,1,1,0,6,44908,11111,346739,145140,5474,6825,0,0,8999,8494,513,6,461268,0,0,0,0,40724,0,0.13,2024-09-30,2024-10-01,8416,1900-01-01,0
large,13,retail,sole trader,urban,4,2,0,1,1,1,0,12,818569,197761,3746909,705983,88448,317074,1000,1476,190153,223120,794,8,308912,0,2,2,0,43666,1,0.14,2024-09-30,2024-10-01,2766,2024-09-30,0
small,11,manufacturing,company,rural,7,4,0,0,1,1,1,15,52736,15511,221489,50564,8318,24750,100,323,10662,11422,519,6,416718,0,2,2,0,27547,2,0.19,2024-09-30,2024-10-01,3719,2024-09-30,0
small,12,hospitality,sole trader,suburban,1,1,0,0,0,1,1,11,57490,7244,405033,86549,5752,29920,100,556,15604,16287,511,8,81184,0,0,0,0,17460,0,0.12,2024-09-30,2024-10-01,4346,1900-01-01,0
